athlete_id,athlete_name,country_code,gender,sports,events
689,FISCHER Jana,GER,F,Snowboard,Women's Snowboard Cross
690,FISCHER Lea,SUI,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
691,FISCHNALLER Dominik,ITA,M,Luge,Men's Singles/Team Relay
692,FISCHNALLER Emily,USA,F,Luge,Women's Singles
693,FISCHNALLER Roland,ITA,M,Snowboard,Men's Parallel Giant Slalom
694,FITZSIMONS Sean,USA,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
695,FIVA Alex,SUI,M,Freestyle Skiing,Men's Ski Cross
696,FLANAGAN Reilly,AUS,M,Freestyle Skiing,Men's Aerials
697,FLEISCHHAUER Georg,GER,M,Bobsleigh,2-man/4-man
698,FLEK Jakub,CZE,M,Ice Hockey,Men
699,FLEMING Jasper,CAN,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Mixed Relay 4 x 6km (M+W)
700,FLEURY Tracy,CAN,F,Curling,Women
701,FLOCK Janine,AUT,F,Skeleton,Women
702,FLORE Raul,ROU,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
703,FLORIAN Austin,USA,M,Skeleton,Men
704,FLURY Jasmine,SUI,F,Alpine Skiing,Women's Downhill/Women's Team Combined
705,FODSTAD Fredrik,COL,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
706,FOEDERMAYR Christina,AUT,F,Freestyle Skiing,Women's Ski Cross
707,FOETTINGER Michael,AUT,M,Cross-Country Skiing,Men's Sprint Classic
708,FOLEA Delia Anamaria,ROU,F,Ski Jumping,Women's NH Individual/Mixed Team
709,FOLLADOR Cedric,SUI,M,Bobsleigh,2-man/4-man
710,FOMIN Maksim,LTU,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
711,FONTAINE Miha,CAN,M,Freestyle Skiing,Men's Aerials
712,FONTANA Arianna,ITA,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay/Mixed Team Relay
713,FORA Michael,SUI,M,Ice Hockey,Men
714,FORDHAM Rosie,AUS,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
715,FOREHAND Mac,USA,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
716,FORER Julius,AUT,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
717,FORFANG Johann Andre,NOR,M,Ski Jumping,Men's NH Individual
718,FORGAN Chevonne,USA,F,Luge,Women's Doubles/Team Relay
719,FORSBERG Filip,SWE,M,Ice Hockey,Men
720,FORSLING Gustav,SWE,M,Ice Hockey,Men
721,FORTINO Laura,ITA,F,Ice Hockey,Women
722,FOSNAES Kristin Austgulen,NOR,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
723,FOUBERT Valentin,FRA,M,Ski Jumping,Men's NH Individual/Mixed Team
724,FOURNIER BEAUDRY Laurence,FRA,F,Figure Skating,Ice Dance/Team Event
725,FRAEBEL Merle Malou,GER,F,Luge,Women's Singles
726,FRANCESIA BOIRAI Lisa,ITA,F,Snowboard,Women's Snowboard Cross
727,FRANJIC Janko,NED,M,Bobsleigh,4-man
728,FRANJIC Jelen,NED,M,Bobsleigh,2-man/4-man
729,FRANKEL Aerin,USA,F,Ice Hockey,Women
730,FRANTZ Tate,USA,M,Ski Jumping,Men's NH Individual/Mixed Team
731,FRANZONI Giovanni,ITA,M,Alpine Skiing,Men's Downhill/Men's Super-G/Men's Team Combined
732,FRANZREB Maximilian,GER,M,Ice Hockey,Men
733,FRASER Amy,CAN,F,Freestyle Skiing,Women's Freeski Halfpipe
734,FRATZSCHER Lucas,GER,M,Biathlon,Men's 20km Individual
735,FREED Margie,USA,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
736,FREIBERGS Ralfs,LAT,M,Ice Hockey,Men
737,FREITAG Selina,GER,F,Ski Jumping,Women's NH Individual/Mixed Team
738,FREY Isak Leknes,NOR,M,Biathlon,To be defined
739,FRICOVA Nikola,SVK,F,Freestyle Skiing,Women's Ski Cross
740,FRIEDRICH Francesco,GER,M,Bobsleigh,2-man/4-man
741,FRIGO Airleigh,AUS,F,Freestyle Skiing,Women's Aerials
742,FRIGO Luca,ITA,M,Ice Hockey,Men
743,FROMMELT Robin,LIE,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
744,FROSTAD Tormod,NOR,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
745,FRYCKLUND Mats,ITA,M,Ice Hockey,Men
746,FUERSTENBERG Theresa,GER,F,Cross-Country Skiing,Women's 10km Interval Start Free
747,FUJIKI Goshin,JPN,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
748,FUJIKI Hina,JPN,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
749,FUKADA Mari,JPN,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
750,FUMAGALLI Alessandra,ITA,F,Skeleton,Women
751,FURNELL Caleb,USA,M,Bobsleigh,4-man
752,FURUNO Satoshi,JPN,M,Freestyle Skiing,Men's Ski Cross
753,GAGNON Liliane,CAN,F,Cross-Country Skiing,Women's 10km Interval Start Free
754,GAILLARD Justine,FRA,F,Cross-Country Skiing,Women's Sprint Classic
755,GAJAN Adam,SVK,M,Ice Hockey,Men
756,GAL Melissa,FRA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
757,GALBRUN Sehana,FRA,F,Ice Hockey,Women
758,GALICA Grzegorz,POL,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
759,GALLANT Brett,CAN,M,Curling,Men/Mixed Doubles
760,GALLET Hugo,FRA,M,Ice Hockey,Men
761,GALLHUBER Katharina,AUT,F,Alpine Skiing,Women's Team Combined
762,GALLI Jole,ITA,F,Freestyle Skiing,Women's Ski Cross
763,GALSTYAN Katya,ARM,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
764,GALYSHEVA Yuliya,KAZ,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
765,GANCARCZYK Michal,POL,M,Luge,Men's Doubles/Team Relay
766,GANDLER Anna,AUT,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
767,GANTENBEIN Talina,SUI,F,Freestyle Skiing,Women's Ski Cross
768,GANZ Caterina,ITA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
769,GAO Tingyu,CHN,M,Speed Skating,Men's 500m
770,GARDINER Jennifer,CAN,F,Ice Hockey,Women
771,GASIENICA-DANIEL Maryna,POL,F,Alpine Skiing,Women's Super-G
772,GASKELL Elena,CAN,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
773,GASKILL Stacy,USA,F,Snowboard,Women's Snowboard Cross
774,GASPARI Mattia,ITA,M,Skeleton,Men
775,GASPARIN Aita,SUI,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
776,GASSER Anna,AUT,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
777,GASSLITTER Maria,ITA,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
778,GATCLIFFE Emma,TTO,F,Alpine Skiing,To be defined
779,GATT Juri Thomas,AUT,M,Luge,Men's Doubles
780,GATTI Alessia,ITA,F,Bobsleigh,2-woman
781,GAUCHE Laura,FRA,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
782,GAUDET Arnaud,CAN,M,Snowboard,Men's Parallel Giant Slalom
783,GAWANKE Leon,GER,M,Ice Hockey,Men
784,GAXIOLA Lasse,MEX,M,Alpine Skiing,To be defined
785,GAY Paul Andrea,FRA,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
786,GAZLEY Dustin,ITA,M,Ice Hockey,Men
787,GE Chunyu,CHN,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
788,GEIBEL Korbinian,GER,M,Ice Hockey,Men
789,GEIGER Vinzenz,GER,M,Nordic Combined,Individual Gundersen Normal Hill/10km
790,GELINAS-BEAULIEU Antoine,CAN,M,Speed Skating,Men's 1500m/Men's Mass Start
791,GENEVA Milana,KAZ,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
792,GENONI Leonardo,SUI,M,Ice Hockey,Men
793,GEORGALLI Lucia,NZL,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
794,GERARD Redmond,USA,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
795,GEREMIA Felicity,CAN,F,Snowboard,Women's Snowboard Halfpipe
796,GERKEN SCHOFIELD Makayla,GBR,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
797,GERMAIN Maxime,USA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Mixed Relay 4 x 6km (M+W)
798,GERMANE Dzenifera,LAT,F,Alpine Skiing,To be defined
799,GERNAT Martin,SVK,M,Ice Hockey,Men
800,GESTBLOM Linn,SWE,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
801,GEVING Aileen,USA,F,Curling,Women
802,GHILARDI Rebecca,ITA,F,Figure Skating,Pair Skating/Team Event
803,GHIOTTO Davide,ITA,M,Speed Skating,Men's 5000m/Men's 10000m/Men's Team Pursuit
804,GIACCIO Olivia,USA,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
805,GIACOMEL Tommaso,ITA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
806,GIBSON Anna,USA,F,Ski Mountaineering,Women's Sprint/Mixed Relay
807,GIBSON Lewis,GBR,M,Figure Skating,Ice Dance/Team Event
808,GIGLER Sonja,AUT,F,Freestyle Skiing,Women's Ski Cross
809,GILLES Piper,CAN,F,Figure Skating,Ice Dance/Team Event
810,GIM Eunji,KOR,F,Curling,Women
811,GIM Sohui,KOR,F,Alpine Skiing,To be defined
812,GIMMLER Laura,GER,F,Cross-Country Skiing,Women's 4 x 7.5km Relay/Women's Sprint Classic
813,GINER DALMASSO Pablo,FRA,M,Ski Mountaineering,Men's Sprint
814,GIOTOPOULOS MOORE Hektor,AUS,M,Figure Skating,Pair Skating
815,GIOVANELLA Mattia,ITA,M,Curling,Men
816,GIOVANNINI Andrea,ITA,M,Speed Skating,Men's 5000m/Men's Mass Start/Men's Team Pursuit
817,GIRGENSONS Zemgus,LAT,M,Ice Hockey,Men
818,GISMONDI Maria,ITA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
819,GISSELMAN Truls,SWE,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
820,GITLAN Vasile-Marian,ROU,M,Luge,Men's Doubles/Team Relay
821,GLAUSER Andrea,SUI,M,Ice Hockey,Men
822,GLEIRSCHER Nico,AUT,M,Luge,Men's Singles
823,GLEISSNER Daria,GER,F,Ice Hockey,Women
824,GLENN Amber,USA,F,Figure Skating,Women Single Skating/Team Event
825,GLENNIE Dillan,CAN,F,Freestyle Skiing,Women's Freeski Halfpipe
826,GLIRA Daniel,ITA,M,Ice Hockey,Men
827,GOEPPER Nick,USA,M,Freestyle Skiing,Men's Freeski Halfpipe
828,GOGGIA Sofia,ITA,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
829,GOGOLEV Stephen,CAN,M,Figure Skating,Men Single Skating/Team Event
830,GOLUBEVA Anastasiia,AUS,F,Figure Skating,Pair Skating
831,GOLUBEVA Elizaveta,KAZ,F,Speed Skating,Women's 1000m/Women's 1500m/Women's 3000m/Women's Mass Start/Women's Team Pursuit
832,GONG Li,CHN,F,Short Track Speed Skating,Women's 1000m/Women's 3000m Relay/Mixed Team Relay
833,GONG Naiying,CHN,F,Snowboard,Women's Parallel Giant Slalom
834,GORODKO Anastassiya,KAZ,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
835,GOSLING Julia,CAN,F,Ice Hockey,Women
836,GOUREAU Luna,FRA,F,Bobsleigh,To be defined
837,GRAHAM Matt,AUS,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
838,GRAHL-MADSEN Hans,NOR,M,Alpine Skiing,To be defined
839,GRAHN Anton,SWE,M,Cross-Country Skiing,Men's Sprint Classic
840,GRAMMEL Anton,GER,M,Alpine Skiing,Men's Giant Slalom/Men's Super-G
841,GRANCAGNOLO Timon,GER,M,Luge,Men's Singles
842,GRANLUND Mikael,FIN,M,Ice Hockey,Men
843,GRANTINS Renars,LAT,M,Bobsleigh,4-man
844,GRASSL Daniel,ITA,M,Figure Skating,Men Single Skating/Team Event
845,GRATZ Fabian,GER,M,Alpine Skiing,Men's Giant Slalom
846,GRAVIER Mathieu,MAD,M,Alpine Skiing,Men's Giant Slalom
847,GRAVIER Tiziano,ARG,M,Alpine Skiing,Men's Super-G
848,GRAY Cassidy,CAN,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
849,GRAY Kate,USA,F,Freestyle Skiing,Women's Freeski Halfpipe
850,GRAZ Davide,ITA,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
851,GRBOVIC Aleksandar,MNE,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
852,GREENWOOD Leon,GBR,M,Bobsleigh,4-man
853,GREINER Matthew,USA,M,Luge,Men's Singles
854,GREMAUD Mathilde,SUI,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
855,GRENIER Valerie,CAN,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
856,GRENOUILLOUX Eva,FRA,F,Short Track Speed Skating,Women's 3000m Relay
857,GRILLET AUBERT Jade,FRA,F,Freestyle Skiing,Women's Ski Cross
858,GROBLECHNER Sofia,ITA,F,Snowboard,Women's Snowboard Cross
859,GROENEWOUD Marijke,NED,F,Speed Skating,Women's 1500m/Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
860,GROETZNER Agustina,ARG,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
861,GROND Valerio,SUI,M,Cross-Country Skiing,Men's Sprint Classic
862,GRONDIN Eliot,CAN,M,Snowboard,Men's Snowboard Cross
863,GRONLUND Timo Juhani,BOL,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
864,GROSS Gabriel,GER,M,Speed Skating,Men's 1500m/Men's 5000m/Men's Team Pursuit
865,GROTHEER Christopher,GER,M,Skeleton,Men
866,GROTIAN Selina,GER,F,Biathlon,Women's 15km Individual
867,GRUBAUER Philipp,GER,M,Ice Hockey,Men
868,GSCHWENTNER Ignaz,AUT,M,Speed Skating,Men's 500m/Men's 1000m/Men's Mass Start
869,GSTREIN Fabio,AUT,M,Alpine Skiing,Men's Team Combined
870,GU Ailing Eileen,CHN,F,Freestyle Skiing,Women's Freeski Halfpipe/Women's Freeski Slopestyle/Women's Freeski Big Air
871,GUARINO SABATE Tomas,ESP,M,Figure Skating,Men Single Skating
872,GUBANOVA Anastasiia,GEO,F,Figure Skating,Women Single Skating/Team Event
873,GUBSER Kim,SUI,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
874,GUDAS Radko,CZE,M,Ice Hockey,Men
875,GUDLEVSKIS Kristers,LAT,M,Ice Hockey,Men
876,GUDNADOTTIR Kristrun,ISL,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
877,GUEBEY Enzo,FRA,M,Ice Hockey,Men
878,GUENTZEL Jake,USA,M,Ice Hockey,Men
879,GUERILLOT Emeric,POR,M,Alpine Skiing,Men's Giant Slalom/Men's Super-G
880,GUERILLOT Vanina,POR,F,Alpine Skiing,To be defined
881,GUERRIERO Kristen,ITA,F,Ice Hockey,Women
882,GUFLER Alex,ITA,M,Luge,Men's Singles
883,GUIGNARD Charlene,ITA,F,Figure Skating,Ice Dance/Team Event
884,GUILDAY Rory,USA,F,Ice Hockey,Women
885,GULIJIENAITI Adikeyoumu,CHN,F,Luge,Women's Doubles/Team Relay
886,GUMENNIK Petr,AIN,M,Figure Skating,Men Single Skating
887,GUNKA Jan,POL,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
888,GUSELI Valentino,AUS,M,Snowboard,Men's Snowboard Halfpipe/Men's Snowboard Big Air
889,GUSTAFSON Jonathan,USA,M,Luge,Men's Singles/Team Relay
890,GUSTAVSSON Filip,SWE,M,Ice Hockey,Men
891,GUTMANN Lara Naki,ITA,F,Figure Skating,Women Single Skating/Team Event
892,HAAS Andreas,SUI,M,Bobsleigh,4-man
893,HAASER Raphael,AUT,M,Alpine Skiing,Men's Downhill/Men's Super-G/Men's Team Combined
894,HABLUETZEL David,SUI,M,Snowboard,Men's Snowboard Halfpipe
895,HACKELSMILLER Katharina,GER,F,Ice Hockey,Women
896,HADRASCHEK Nicola,GER,F,Ice Hockey,Women
897,HADZIC Tena,CRO,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
898,HAECKI-GROSS Lena,SUI,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
899,HAEGGSTROEM Johan,SWE,M,Cross-Country Skiing,Men's Sprint Classic
900,HAEMMERLE Alessandro,AUT,M,Snowboard,Men's Snowboard Cross
901,HAGARA Adam,SVK,M,Figure Skating,Men Single Skating
902,HAGEL Brandon,CAN,M,Ice Hockey,Men
903,HAGENBUCH John Steel,USA,M,Cross-Country Skiing,Men's 10km Interval Start Free
904,HAGSTROEM Johanna,SWE,F,Cross-Country Skiing,Women's Sprint Classic
905,HAIDER Celina,GER,F,Ice Hockey,Women
906,HAK Petr,CZE,M,Biathlon,Men's 20km Individual
907,HAKOLA Ristomatti,FIN,M,Cross-Country Skiing,Men's 10km + 10km Skiathlon
908,HALFVARSSON Calle,SWE,M,Cross-Country Skiing,To be defined
909,HALL Alex,USA,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
910,HALL Brad,GBR,M,Bobsleigh,2-man/4-man
911,HALL Daniel,CAN,M,Speed Skating,Men's 1500m/Men's 5000m/Men's 10000m/Men's Mass Start
912,HALL Laura,CAN,F,Speed Skating,Women's 1500m/Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
913,HALL Nicole,SWE,F,Ice Hockey,Women
914,HALLBERG Eduard,FIN,M,Alpine Skiing,Men's Team Combined
915,HALLIN Mira,SWE,F,Ice Hockey,Women
916,HALLORAN Rei,JPN,F,Ice Hockey,Women
917,HALSE Mathilde,DEN,F,Curling,Women
918,HALVARSSON Ella,SWE,F,Biathlon,To be defined
919,HAMALAINEN Inka,FIN,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
920,HAMILL Marin,USA,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
921,HAMILTON Lara,AUS,F,Ski Mountaineering,Women's Sprint/Mixed Relay
922,HAN Cong,CHN,M,Figure Skating,Pair Skating/Team Event
923,HAN Dasom,KOR,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's Sprint Classic
924,HAN Linshan,CHN,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
925,HAN Mei,CHN,F,Speed Skating,Women's 1000m/Women's 1500m/Women's Team Pursuit
926,HAN Yu,CHN,F,Curling,Women
927,HANDEI Oleh,UKR,M,Short Track Speed Skating,To be defined
928,HANIFIN Noah,USA,M,Ice Hockey,Men
929,HARDI Ramona,SUI,F,Speed Skating,Women's 1500m/Women's 3000m/Women's Mass Start
930,HARDIE Grant,GBR,M,Curling,Men
931,HARJULA Tuomas,FIN,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
932,HARK Ronja,GER,F,Ice Hockey,Women
933,HARLAUT Henrik,SWE,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
934,HARLEY Thomas,CAN,M,Ice Hockey,Men
935,HARRINGTON Ben,NZL,M,Freestyle Skiing,Men's Freeski Halfpipe
936,HARRINGTON Luca,NZL,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
937,HARRIS Holly,AUS,F,Figure Skating,Ice Dance
938,HARRIS Junior,JAM,M,Bobsleigh,4-man
939,HARROLD Luke,NZL,M,Freestyle Skiing,Men's Freeski Halfpipe
940,HARROP Emily,FRA,F,Ski Mountaineering,Women's Sprint/Mixed Relay
941,HARTWEG Niklas,SUI,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
942,HARUTYUNYAN Harutyun,ARM,M,Alpine Skiing,To be defined
943,HARVEY Caroline,USA,F,Ice Hockey,Women
944,HARVEY Jackson,AUS,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
945,HARWOOD Rell,USA,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
946,HASE Minerva Fabienne,GER,F,Figure Skating,Pair Skating
947,HASEGAWA Taiga,JPN,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
948,HASIRCI Ada,TUR,F,Alpine Skiing,To be defined
949,HASKELL Amelie,AUS,F,Snowboard,Women's Snowboard Halfpipe
950,HASLER Jonas,SUI,M,Snowboard,Men's Snowboard Halfpipe/Men's Snowboard Slopestyle/Men's Snowboard Big Air
951,HASLER Melanie,SUI,F,Bobsleigh,2-woman/Women's Monobob
952,HASLWANTER Lea,AUT,F,Bobsleigh,2-woman
953,HASSELBORG Anna,SWE,F,Curling,Women
954,HAUGAN Timon,NOR,M,Alpine Skiing,Men's Team Combined
955,HAUGHEY Niamh,CAN,F,Bobsleigh,To be defined
956,HAUGSJAA Ansel,USA,M,Luge,Men's Doubles/Team Relay
957,HAULA Erik,FIN,M,Ice Hockey,Men
958,HAUSER Lisa Theresa,AUT,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
959,HAUSWIRTH Sandro,SUI,M,Ski Jumping,Men's NH Individual
960,HAUTERVILLE Dorian,FRA,M,Bobsleigh,2-man/4-man
961,HAVLICKOVA Barbora,CZE,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
962,HAVRIUK Yan,UKR,M,Freestyle Skiing,Men's Aerials
963,HE Kaile,CHN,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay/Women's Sprint Classic
964,HEAYDON Phoebe,AUS,F,Alpine Skiing,To be defined
965,HEBERT Ben,CAN,M,Curling,Men
966,HECTOR Sara,SWE,F,Alpine Skiing,To be defined
967,HEDEGART Einar,NOR,M,Cross-Country Skiing,Men's 10km Interval Start Free
968,HEDMAN Victor,SWE,M,Ice Hockey,Men
969,HEDQVIST Ebba,SWE,F,Ice Hockey,Women
970,HEDRICH Anne,GER,F,Snowboard,Women's Snowboard Halfpipe
971,HEIDENBERGER Manuela,ITA,F,Ice Hockey,Women
972,HEIJDENBERG Anna-Karin,SWE,F,Biathlon,To be defined
973,HEINE Mathilda,GER,F,Ice Hockey,Women
974,HEINIS Marco,FRA,M,Nordic Combined,Individual Gundersen Normal Hill/10km
975,HEISE Taylor,USA,F,Ice Hockey,Women
976,HEISKANEN Miro,FIN,M,Ice Hockey,Men
977,HELDIN Johanna,SWE,F,Curling,Women
978,HELDMAN Ben,CAN,M,Snowboard,Men's Parallel Giant Slalom
979,HELLEBUYCK Connor,USA,M,Ice Hockey,Men
980,HEMETSBERGER Daniel,AUT,M,Alpine Skiing,Men's Downhill/Men's Team Combined
981,HEMMERLE Lisa,GER,F,Ice Hockey,Women
982,HENDERSON Fay,GBR,F,Curling,Women
983,HENDERSON Grace,USA,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
984,HENDRICKX Loena,BEL,F,Figure Skating,Women Single Skating
985,HENNIG DOTZLER Katharina,GER,F,Cross-Country Skiing,Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
986,HENRIKSEN Sigurd,NOR,M,Speed Skating,Men's 5000m/Men's 10000m/Men's Team Pursuit
987,HENSIEN Katie,USA,F,Alpine Skiing,To be defined
988,HEO Andrew,USA,M,Short Track Speed Skating,Mixed Team Relay
989,HERASKEVYCH Vladyslav,UKR,M,Skeleton,Men
990,HERNANDEZ James,GBR,M,Figure Skating,Ice Dance/Team Event
991,HEROLA Ilkka,FIN,M,Nordic Combined,Individual Gundersen Normal Hill/10km
992,HERSPERGER Mathieu,SUI,M,Bobsleigh,4-man
993,HERTL Tomas,CZE,M,Ice Hockey,Men
994,HERZIG Naemi,SUI,F,Ice Hockey,Women
995,HERZOG Vanessa,AUT,F,Speed Skating,Women's 1000m/Women's 1500m
996,HESOVA Michaela,CZE,F,Ice Hockey,Women
997,HESS Hunter,USA,M,Freestyle Skiing,Men's Freeski Halfpipe
998,HETTICH-WALZ Janina,GER,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
999,HICKMAN Ally,AUS,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
1000,HIEMER Johanna,AUT,F,Ski Mountaineering,Women's Sprint/Mixed Relay
1001,HIIDENSALO Olli,FIN,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
1002,HIIRIKOSKI Jenni,FIN,F,Ice Hockey,Women
1003,HILL Azaria,USA,F,Bobsleigh,2-woman
1004,HILL Maisie,GBR,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
1005,HILLER-DONNELLY Carolina,CAN,F,Speed Skating,Women's 500m/Women's 1000m
1006,HILZINGER Jessica,GER,F,Alpine Skiing,To be defined
1007,HIMMA Martin,EST,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
1008,HINCKFUSS Hugo,AUS,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
1009,HINDS Peter,SVK,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
1010,HINTERMANN Niels,SUI,M,Alpine Skiing,To be defined
1011,HINTZ Roope,FIN,M,Ice Hockey,Men
1012,HIRAI Ami,JPN,F,Short Track Speed Skating,Women's 3000m Relay
1013,HIRANO Ayumu,JPN,M,Snowboard,Men's Snowboard Halfpipe
1014,HIRANO Ruka,JPN,M,Snowboard,Men's Snowboard Halfpipe
1015,HIRNER Lisa,AUT,F,Ski Jumping,Women's NH Individual
1016,HIROSE Ryo,JPN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
1017,HIRVONEN Eero,FIN,M,Nordic Combined,Individual Gundersen Normal Hill/10km
1018,HIRVONEN Heta,FIN,F,Ski Jumping,Women's NH Individual/Mixed Team
1019,HISCHIER Nico,SUI,M,Ice Hockey,Men
1020,HITOSATO Ayaka,JPN,F,Ice Hockey,Women
1021,HJALMARSSON Sara,SWE,F,Ice Hockey,Women
1022,HLAVAJ Samuel,SVK,M,Ice Hockey,Men
1023,HLUSOVICI Elizaveta,MDA,F,Cross-Country Skiing,Women's 10km Interval Start Free
1024,HOCHREITER Melanie,GER,F,Snowboard,Women's Parallel Giant Slalom
1025,HOCKE Annika,GER,F,Figure Skating,Pair Skating
