athlete_id,athlete_name,country_code,gender,sports,events
347,CARDONA COLL Oriol,ESP,M,Ski Mountaineering,Men's Sprint/Mixed Relay
348,CAROLLO Martino,ITA,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
349,CARPENTER Alex,USA,F,Ice Hockey,Women
350,CARRARA Michela,ITA,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
351,CARREIRA Christina,USA,F,Figure Skating,Ice Dance/Team Event
352,CARRILLO Donovan,MEX,M,Figure Skating,Men Single Skating
353,CARROLL Avital,AUT,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
354,CARTAGENA Alexander,GBR,M,Bobsleigh,To be defined
355,CASANOVA Gian,SUI,M,Snowboard,Men's Parallel Giant Slalom
356,CASERMAN Manca,SLO,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
357,CASHMAN Keely,USA,F,Alpine Skiing,Women's Super-G/Women's Team Combined
358,CASPER Daniel,USA,M,Curling,Men
359,CASSE Mattia,ITA,M,Alpine Skiing,Men's Downhill/Men's Super-G/Men's Team Combined
360,CASSINELLI Andrea,ITA,M,Short Track Speed Skating,Men's 5000m Relay
361,CASSOL Federica,ITA,F,Cross-Country Skiing,Women's Sprint Classic
362,CASTA Lea,FRA,F,Snowboard,Women's Snowboard Cross
363,CASTELLET IBANEZ Queralt,ESP,F,Snowboard,Women's Snowboard Halfpipe
364,CATER Martin,SLO,M,Alpine Skiing,Men's Downhill/Men's Super-G
365,CAUMO Anna,ITA,F,Ice Hockey,Women
366,CAVALLERI Noemi,ITA,F,Bobsleigh,To be defined
367,CAVET Benjamin,FRA,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
368,CAVIEZEL Dario,SUI,M,Snowboard,Men's Parallel Giant Slalom
369,CAVIEZEL Ladina,SUI,F,Snowboard,Women's Parallel Giant Slalom
370,CECCARELLI Francis,PHI,M,Alpine Skiing,Men's Giant Slalom
371,CECON Francesco,ITA,M,Ski Jumping,Men's NH Individual
372,CEHLARIK Peter,SVK,M,Ice Hockey,Men
373,CELEBRINI Macklin,CAN,M,Ice Hockey,Men
374,CENEK Tomas,SVK,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
375,CEPURAN Ethan,USA,M,Speed Skating,Men's 5000m/Men's 10000m/Men's Mass Start/Men's Team Pursuit
376,CERESNAK Peter,SVK,M,Ice Hockey,Men
377,CERNAK Erik,SVK,M,Ice Hockey,Men
378,CERNANSKA Viktoria,SVK,F,Bobsleigh,2-woman/Women's Monobob
379,CERNOVSKY Marek,CZE,M,Curling,Men
380,CERNY Ondrej,CZE,M,Cross-Country Skiing,Men's Sprint Classic
381,CERUTTI Camille,FRA,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
382,CERVENKA Roman,CZE,M,Ice Hockey,Men
383,CHA Junhwan,KOR,M,Figure Skating,Men Single Skating/Team Event
384,CHABICOVSKY Vit,CZE,M,Curling,Mixed Doubles
385,CHAE Byungdo,KOR,M,Bobsleigh,2-man/4-man
386,CHAKIACHVILI Florian,FRA,M,Ice Hockey,Men
387,CHALYK Daryna,UKR,F,Biathlon,Women's 15km Individual
388,CHAN Emily,USA,F,Figure Skating,Pair Skating/Team Event
389,CHAN Jason,AUS,M,Figure Skating,Ice Dance
390,CHANAVAT Lucas,FRA,M,Cross-Country Skiing,Men's Sprint Classic
391,CHANG Troy Samuel,TPE,M,Alpine Skiing,To be defined
392,CHANLOUNG Karen,THA,F,Cross-Country Skiing,Women's 10km Interval Start Free
393,CHANLOUNG Mark,THA,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
394,CHANNELL Jane,CAN,F,Skeleton,Women
395,CHAPPAZ Jules,FRA,M,Cross-Country Skiing,Men's Sprint Classic
396,CHARVATOVA Lucie,CZE,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
397,CHEN Meiting,CHN,F,Freestyle Skiing,Women's Aerials
398,CHEN Menachem,ISR,M,Bobsleigh,2-man/4-man
399,CHEN Wenhao,CHN,M,Skeleton,Men
400,CHEN Ying-Chu,TPE,F,Speed Skating,Women's 500m
401,CHERVET Emma,FRA,F,Ski Jumping,Women's NH Individual/Mixed Team
402,CHERVET Jules,FRA,M,Ski Jumping,Men's NH Individual
403,CHESI Andrea,ITA,F,Freestyle Skiing,Women's Ski Cross
404,CHEVRIER Marion,FRA,F,Alpine Skiing,Women's Team Combined
405,CHI Chunxue,CHN,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay/Women's Sprint Classic
406,CHIBA Mone,JPN,F,Figure Skating,Women Single Skating/Team Event
407,CHLAPIK Filip,CZE,M,Ice Hockey,Men
408,CHMIELEWSKI Wojciech,POL,M,Luge,Men's Doubles/Team Relay
409,CHO Seungmin,KOR,M,Speed Skating,Men's Mass Start
410,CHO Wanhee,KOR,M,Snowboard,Men's Parallel Giant Slalom
411,CHOCK Madison,USA,F,Figure Skating,Ice Dance/Team Event
412,CHOI Dujin,KOR,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
413,CHOI Gaon,KOR,F,Snowboard,Women's Snowboard Halfpipe
414,CHOI Minjeong,KOR,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay/Mixed Team Relay
415,CHOLENSKA Diana,CZE,F,Freestyle Skiing,Women's Ski Cross
416,CHOLLET Aidan,FRA,M,Snowboard,Men's Snowboard Cross
417,CHOLLET Jonas,FRA,M,Snowboard,Men's Snowboard Cross
418,CHOURA Krystof,CZE,M,Snowboard,Men's Snowboard Cross
419,CHRISTEN Eliane,SUI,F,Alpine Skiing,Women's Team Combined
420,CHRISTEN Lara,SUI,F,Ice Hockey,Women
421,CHRISTIANSEN Vetle Sjaastad,NOR,M,Biathlon,Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
422,CHRISTOF Nina,GER,F,Ice Hockey,Women
423,CHTCHETININA Ioulia,POL,F,Figure Skating,Pair Skating/Team Event
424,CHU Yuanmeng,CHN,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
425,CHUN Suhyun,KOR,M,Bobsleigh,4-man
426,CHUNG Jae-Won,KOR,M,Speed Skating,Men's Mass Start
427,CIBULSKIS Oskars,LAT,M,Ice Hockey,Men
428,CIDAN YUZHEN,CHN,F,Ski Mountaineering,Women's Sprint/Mixed Relay
429,CIGAK Nikita,LTU,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Mixed Relay 4 x 6km (M+W)
430,CINGEL Lukas,SVK,M,Ice Hockey,Men
431,CIZERON Guillaume,FRA,M,Figure Skating,Ice Dance/Team Event
432,CLARA Damian,ITA,M,Ice Hockey,Men
433,CLARK Emily,CAN,F,Ice Hockey,Women
434,CLARKE Hallie,CAN,F,Skeleton,Women
435,CLARKE Skye,CAN,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
436,CLAUDE Emilien,FRA,M,Biathlon,To be defined
437,CLAUDE Fabien,FRA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
438,CLAUDE Florent,BEL,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
439,CLAUDEL Delphine,FRA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
440,CLAVEAU-LAVIOLETTE Nicolas,VEN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
441,CLERC Mialitiana,MAD,F,Alpine Skiing,To be defined
442,CLIFT Mia,AUS,F,Snowboard,Women's Snowboard Cross
443,CLOETENS Maya,BEL,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
444,CLUGNET James,GBR,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
445,COADY Tess,AUS,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
446,COCHRAN-SIEGLE Ryan,USA,M,Alpine Skiing,Men's Downhill/Men's Super-G
447,COJOCARU Gabriel,ROU,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
448,COLBY Jason,USA,M,Ski Jumping,Men's NH Individual/Mixed Team
449,COLELL PANTEBRE Marc,ESP,M,Cross-Country Skiing,Men's Sprint Classic
450,COLTEA George,ROU,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
451,COLTMAN Amelia,GBR,F,Skeleton,Women
452,COLTURI Lara,ALB,F,Alpine Skiing,To be defined
453,COMARELLA Anna,ITA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
454,COMBY Berenice,FRA,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay/Mixed Team Relay
455,COMERFORD Cormac,IRL,M,Alpine Skiing,Men's Downhill/Men's Super-G
456,CONFORTOLA Elisa,ITA,F,Short Track Speed Skating,Women's 3000m Relay/Mixed Team Relay
457,CONIJN Merel,NED,F,Speed Skating,Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
458,CONNELLY Zachary,CAN,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
459,CONNOR Kyle,USA,M,Ice Hockey,Men
460,CONRADT Niels,GER,M,Snowboard,Men's Snowboard Cross
461,CONSTANTINI Stefania,ITA,F,Curling,Women/Mixed Doubles
462,CONTI Sara,ITA,F,Figure Skating,Pair Skating/Team Event
463,CORATTI Jasmin,ITA,F,Snowboard,Women's Parallel Giant Slalom
464,COREY Brendan,AUS,M,Short Track Speed Skating,Men's 1000m
465,CORNELL PATO Nora,ESP,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
466,CORNELLA GUITART Xavier,AND,M,Alpine Skiing,To be defined
467,CORONA Allan,MEX,M,Cross-Country Skiing,Men's 10km Interval Start Free
468,COSTA DIEZ Maria,ESP,F,Ski Mountaineering,Women's Sprint
469,COSTA Samuel,ITA,M,Nordic Combined,Individual Gundersen Normal Hill/10km
470,COSTELLA Anna,ITA,F,Bobsleigh,2-woman
471,COUSIN Sixtine,SUI,F,Freestyle Skiing,Women's Ski Cross
472,COYNE Kendall,USA,F,Ice Hockey,Women
473,CRACIUN Eduard-Mihai,ROU,M,Luge,Men's Singles
474,CRAWFORD James,CAN,M,Alpine Skiing,Men's Downhill/Men's Super-G
475,CRETU Valentin,ROU,M,Luge,Men's Singles/Team Relay
476,CRIDLAND Phoebe,AUS,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
477,CRINON Pierre,FRA,M,Ice Hockey,Men
478,CRNKOVIC Kresimir,CRO,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
479,CROSBY Sidney,CAN,M,Ice Hockey,Men
480,CRV Vili,SLO,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
481,CULLY Rebeka,SVK,F,Ski Mountaineering,Women's Sprint
482,CURL Britta,USA,F,Ice Hockey,Women
483,CURRAN Connor,USA,M,Freestyle Skiing,Men's Aerials
484,CURTIS Kelly,USA,F,Skeleton,Women
485,CURTONI Elena,ITA,F,Alpine Skiing,Women's Super-G
486,CVETANOVSKA Ana,MKD,F,Cross-Country Skiing,Women's 10km Interval Start Free
487,CYR Antoine,CAN,M,Cross-Country Skiing,Men's 10km + 10km Skiathlon/Men's Sprint Classic
488,CZERWONKA Natalia,POL,F,Speed Skating,Women's 1000m/Women's 1500m
489,D'ANTONIO Giada,ITA,F,Alpine Skiing,Women's Team Combined
490,DACRES Andrae,JAM,M,Bobsleigh,To be defined
491,DAHLIN Rasmus,SWE,M,Ice Hockey,Men
492,DAHLQVIST Maja,SWE,F,Cross-Country Skiing,Women's Sprint Classic
493,DAINYTE Ieva,LTU,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
494,DAIR Aurelien,FRA,M,Ice Hockey,Men
495,DAL FARRA Franco,ARG,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
496,DALE-SKJEVDAL Johannes,NOR,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
497,DALMASSO Lucia,ITA,F,Snowboard,Women's Parallel Giant Slalom
498,DANCHA Annamari,UKR,F,Snowboard,Women's Parallel Giant Slalom
499,DANDJINOU William,CAN,M,Short Track Speed Skating,Men's 1000m/Men's 5000m Relay/Mixed Team Relay
500,DANIELOVA Maria,SVK,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
501,DANILOVA Daria,NED,F,Figure Skating,Pair Skating
502,DANKSAGMUELLER Christoph,AUT,M,Freestyle Skiing,Men's Ski Cross
503,DAPRA Simone,ITA,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
504,DAUGAVINS Kaspars,LAT,M,Ice Hockey,Men
505,DAUTI Semire,ALB,F,Alpine Skiing,To be defined
506,DAVIDOVA Marketa,CZE,F,Biathlon,Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
507,DAVIES Joe,GBR,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
508,DAVIES Oliver,GBR,M,Freestyle Skiing,Men's Ski Cross
509,DAVIS Diana,GEO,F,Figure Skating,Ice Dance/Team Event
510,DAWSON Casey,USA,M,Speed Skating,Men's 1500m/Men's 5000m/Men's 10000m/Men's Mass Start/Men's Team Pursuit
511,DEARBORN Jay,CAN,M,Bobsleigh,2-man/4-man
512,DECLEMENTE Clayton,USA,M,Short Track Speed Skating,Men's 1000m/Mixed Team Relay
513,DEFAYET Lucas,FRA,M,Skeleton,Men
514,DEHLINGER Quinn,USA,M,Freestyle Skiing,Men's Aerials
515,DEKKER Michelle,NED,F,Snowboard,Women's Parallel Giant Slalom
516,DELAGO Nadia,ITA,F,Alpine Skiing,Women's Team Combined
517,DELAGO Nicol,ITA,F,Alpine Skiing,Women's Downhill/Women's Team Combined
518,DELIPARA Teodora,BIH,F,Cross-Country Skiing,Women's 10km Interval Start Free
519,DELKA Kellie,PUR,F,Skeleton,Women
520,DELLA MEA Lara,ITA,F,Alpine Skiing,Women's Team Combined
521,DELLA ROVERE Kristin,ITA,F,Ice Hockey,Women
522,DELTRAP Zoe Florence,NED,F,Short Track Speed Skating,Women's 3000m Relay
523,DEROMEDIS Simone,ITA,M,Freestyle Skiing,Men's Ski Cross
524,DERUGO Anna,AIN,F,Freestyle Skiing,Women's Aerials
525,DESBIENS Ann-Renee,CAN,F,Ice Hockey,Women
526,DESCHAMPS Dylan,CAN,M,Freestyle Skiing,Men's Freeski Big Air
527,DESCHAMPS Germain,FRA,M,Speed Skating,Men's Mass Start/Men's Team Pursuit
528,DESCHAMPS Maxime,CAN,M,Figure Skating,Pair Skating
529,DESCHWANDEN Gregor,SUI,M,Ski Jumping,Men's NH Individual
530,DESLOGES Mathis,FRA,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
531,DESMARAIS-GILBERT Laurianne,CAN,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
532,DESMET Hanne,BEL,F,Short Track Speed Skating,Women's 500m/Mixed Team Relay
533,DESMET Stijn,BEL,M,Short Track Speed Skating,Men's 1000m/Men's 5000m Relay/Mixed Team Relay
534,DETRAZ Romain,SUI,M,Freestyle Skiing,Men's Ski Cross
535,DEWAGTERE Adriaan,BEL,M,Short Track Speed Skating,Men's 5000m Relay/Mixed Team Relay
536,DHAWORNVEJ Lily,USA,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
537,DHONDT Brooke,CAN,F,Snowboard,Women's Snowboard Halfpipe
538,DIAZ GONZALEZ Nahiara,ARG,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
539,DICHOW Frederik,DEN,M,Ice Hockey,Men
540,DIDIERLAURENT Clemence,FRA,F,Cross-Country Skiing,Women's Sprint Classic
541,DIECK Tim,ESP,M,Figure Skating,Ice Dance
542,DIGBY Luke,GBR,M,Figure Skating,Pair Skating/Team Event
543,DIGGINS Jessie,USA,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's Sprint Classic
544,DIGIACINTO Cristiano,ITA,M,Ice Hockey,Men
545,DIGREGORIO Zachary,USA,M,Luge,Men's Doubles
546,DIMITROVA Valentina,BUL,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
547,DINESCU Constantin,ROU,M,Bobsleigh,4-man
548,DING Yunda,CHN,M,Bobsleigh,To be defined
549,DINIZ Sebas,NED,M,Speed Skating,Men's 500m
550,DIREZ Clara,FRA,F,Alpine Skiing,To be defined
551,DMYTRENKO Khrystyna,UKR,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
552,DOAK Rikki,CAN,F,Short Track Speed Skating,Women's 3000m Relay
553,DODDS Jennifer,GBR,F,Curling,Women/Mixed Doubles
554,DOERIG Anouk,SUI,F,Snowboard,Women's Snowboard Cross
555,DOHERTY Sean,USA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
556,DOMARADZKA Klaudia,POL,F,Luge,Women's Singles/Team Relay
557,DOMBEK Hendrik,GER,M,Speed Skating,Men's 500m/Men's 1000m/Men's 1500m/Men's Team Pursuit
558,DOMBROVSKI Karol,LTU,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
559,DOMOWICZ Nikola,POL,F,Luge,Women's Doubles/Team Relay
560,DONG Bing,CHN,F,Ski Jumping,Women's NH Individual
561,DONG Yuyue,CHN,F,Snowboard,Women's Parallel Giant Slalom
562,DONG Ziqi,CHN,F,Curling,Women
563,DOSSA Kyra,USA,F,Freestyle Skiing,Women's Aerials
564,DOSTAL Lukas,CZE,M,Ice Hockey,Men
565,DOUAY Floran,FRA,M,Ice Hockey,Men
566,DOUGHTY Drew,CAN,M,Ice Hockey,Men
567,DOVHAL Sofiia,POL,F,Figure Skating,Team Event
568,DOVZAN Miha,SLO,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
569,DRAHUN Dmytro,UKR,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
570,DRAISAITL Leon,GER,M,Ice Hockey,Men
571,DREMLJUGA Karl Sebastian,EST,M,Cross-Country Skiing,Men's Sprint Classic
572,DRION du CHAPOIS Maximilien,BEL,M,Ski Mountaineering,Men's Sprint
573,DRIVENES Julie Bjervig,NOR,F,Cross-Country Skiing,Women's Sprint Classic
574,DROLET Jasmine,CAN,F,Cross-Country Skiing,Women's 10km + 10km Skiathlon/Women's Sprint Classic
575,DROLET Remi,CAN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
576,DROPKIN Korey,USA,M,Curling,Mixed Doubles
577,DRUKAROV Andrej,LTU,M,Alpine Skiing,Men's Super-G
578,DRURY Kevin,CAN,M,Freestyle Skiing,Men's Ski Cross
579,DUAUX Marie,FRA,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
580,DUBOIS Steven,CAN,M,Short Track Speed Skating,Men's 1000m/Men's 5000m Relay/Mixed Team Relay
581,DUBOVSKA Martina,CZE,F,Alpine Skiing,Women's Team Combined
582,DUBREUIL Laurent,CAN,M,Speed Skating,Men's 500m/Men's 1000m
583,DUDCHENKO Anton,UKR,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
584,DUERR Lena,GER,F,Alpine Skiing,To be defined
585,DUKACH Anton,UKR,M,Luge,Men's Singles
586,DUMONT ZANELLA Kim,FRA,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
587,DUNNE Joy,USA,F,Ice Hockey,Women
588,DUPLESSIS-KERGOMARD Youri,FRA,M,Freestyle Skiing,Men's Ski Cross
589,DUPONT Denise,DEN,F,Curling,Women
590,DUPONT Madeleine,DEN,F,Curling,Women
591,DURANTE Gabriella,ITA,F,Ice Hockey,Women
592,DURRER Delia,SUI,F,Alpine Skiing,Women's Super-G/Women's Team Combined
593,DURSUN Irem,TUR,F,Cross-Country Skiing,Women's 10km Interval Start Free
594,DUSEK Jakob,AUT,M,Snowboard,Men's Snowboard Cross
595,DUVIN Estelle,FRA,F,Ice Hockey,Women
596,DVORSKY Dalibor,SVK,M,Ice Hockey,Men
597,DYRSET Sigurd Holbo,NOR,M,Speed Skating,Men's 1500m/Men's 10000m/Men's Mass Start/Men's Team Pursuit
598,DYUSSENOV Asset,KAZ,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Mixed Relay 4 x 6km (M+W)
599,DZHIMA Yuliia,UKR,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
600,DZIERKALS Martins,LAT,M,Ice Hockey,Men
601,EDELMAN Adam,ISR,M,Bobsleigh,2-man/4-man
602,EDER Lisa,AUT,F,Ski Jumping,Women's NH Individual/Mixed Team
603,EDER Simon,AUT,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
604,EDIN Niklas,SWE,M,Curling,Men
605,EDWARDS Laila,USA,F,Ice Hockey,Women
606,EFIMOV Simon,AIN,M,Alpine Skiing,To be defined
607,EGADZE Nika,GEO,M,Figure Skating,Men Single Skating/Team Event
608,EGGERT Toni,GER,M,Luge,Men's Doubles
609,EGLE Haralds,LAT,M,Ice Hockey,Men
610,EGLE Selina,AUT,F,Luge,Women's Doubles/Team Relay
611,EGUIBAR BRETON Lucas,ESP,M,Snowboard,Men's Snowboard Cross
612,EHL Alexander,GER,M,Ice Hockey,Men
613,EHLERS Nikolaj,DEN,M,Ice Hockey,Men
614,EICHEL Jack,USA,M,Ice Hockey,Men
615,EIDUKA Patricija,LAT,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
616,EIE Sandra,NOR,F,Freestyle Skiing,Women's Freeski Big Air
617,EILERS Natalie,CAN,F,Ski Jumping,Women's NH Individual
618,EITBERGER Dajana,GER,F,Luge,Women's Doubles/Team Relay
619,EITREM Sander,NOR,M,Speed Skating,Men's 1500m/Men's 5000m/Men's 10000m/Men's Team Pursuit
620,EKMAN-LARSSON Oliver,SWE,M,Ice Hockey,Men
621,EL HAYEK Andrea Elie Antoine,LBN,M,Alpine Skiing,To be defined
622,ELANTKOWSKI Jan,POL,M,Ski Mountaineering,Men's Sprint/Mixed Relay
623,ELEZI CANNAFERINA Alban,FRA,M,Alpine Skiing,Men's Downhill/Men's Super-G
624,ELLER Lars,DEN,M,Ice Hockey,Men
625,ELLIS Trinity,CAN,F,Luge,Women's Singles
626,EMBACHER Stephan,AUT,M,Ski Jumping,Men's NH Individual/Mixed Team
627,EMONS Friso,NED,M,Short Track Speed Skating,Men's 1500m/Men's 5000m Relay
628,EMONTS Marisa,BEL,F,Biathlon,To be defined
629,ENDRESTAD Sebastian,CHI,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
630,ENKHBAYAR Ariuntungalag,MGL,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
631,ENZLER Rahel,SUI,F,Ice Hockey,Women
632,ERIC Strahinja,BIH,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
633,ERIKSEN Jenny Axisa,MLT,F,Cross-Country Skiing,Women's 10km Interval Start Free
634,ERIKSSON EK Joel,SWE,M,Ice Hockey,Men
635,ERIKSSON Oskar,SWE,M,Curling,Men
636,ERMITS Regina,EST,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
637,ERRARD Anouck,FRA,F,Freestyle Skiing,Women's Ski Cross
638,ESCANE Doriane,FRA,F,Alpine Skiing,To be defined
639,ESKRICK-PARKINSON Yohan,CAN,M,Bobsleigh,4-man
640,ESTEVE ALTIMIRAS Ireneu,AND,M,Cross-Country Skiing,To be defined
641,ETTEL Kona,GER,F,Snowboard,Women's Snowboard Halfpipe
642,ETTEL Leilani,GER,F,Snowboard,Women's Snowboard Halfpipe
643,EURINGER Helena,GER,F,Ski Mountaineering,Women's Sprint
644,EVELYN Mike,CAN,M,Bobsleigh,2-man/4-man
645,EYBOG Daniil,UZB,M,Short Track Speed Skating,To be defined
646,FABBRI Marco,ITA,M,Figure Skating,Ice Dance/Team Event
647,FABER Brock,USA,M,Ice Hockey,Men
648,FABRE Dylan,FRA,M,Ice Hockey,Men
649,FADANI Davide,ITA,M,Ice Hockey,Men
650,FAEHNDRICH Nadine,SUI,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 4 x 7.5km Relay/Women's Sprint Classic
651,FAK Jakov,SLO,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
652,FAKSA Radek,CZE,M,Ice Hockey,Men
653,FAN Kexin,CHN,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay
654,FANTAZZINI Eric,ITA,M,Bobsleigh,4-man
655,FANTIN Matilde,ITA,F,Ice Hockey,Women
656,FARQUHARSON Ashley,USA,F,Luge,Women's Singles/Team Relay
657,FARRELL Lyon,NZL,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
658,FARTHOFER Alexander,AUT,M,Speed Skating,Men's 1500m/Men's 5000m
659,FAST Renata,CAN,F,Ice Hockey,Women
660,FATTON Marianne,SUI,F,Ski Mountaineering,Women's Sprint/Mixed Relay
661,FAWARSEH Ward,ISR,M,Bobsleigh,To be defined
662,FEAR Lilah,GBR,F,Figure Skating,Ice Dance/Team Event
663,FEARON Joel,JAM,M,Bobsleigh,2-man/4-man
664,FEDEL Martina,ITA,F,Ice Hockey,Women
665,FEHERVARY Martin,SVK,M,Ice Hockey,Men
666,FEI Xueqing,CHN,M,Curling,Men
667,FEIGIN Alexandra,BUL,F,Figure Skating,Women Single Skating
668,FELDERER Leon,ITA,M,Luge,Men's Singles
669,FELDMEIER Franziska,GER,F,Ice Hockey,Women
670,FELICETTI Mirko,ITA,M,Snowboard,Men's Parallel Giant Slalom
671,FELLER Manuel,AUT,M,Alpine Skiing,Men's Team Combined
672,FERCOQ Quentin,FRA,M,Short Track Speed Skating,Men's 1000m/Mixed Team Relay
673,FERLAZZO Alexander,AUS,M,Luge,Men's Singles
674,FERNSTAEDT Anna,CZE,F,Skeleton,Women
675,FERRARI Filippo,ITA,M,Snowboard,Men's Snowboard Cross
676,FERREIRA Alex,USA,M,Freestyle Skiing,Men's Freeski Halfpipe
677,FERRER MARTINEZ Ot,ESP,M,Ski Mountaineering,Men's Sprint
678,FESTIN Victoria,AUT,F,Bobsleigh,2-woman
679,FEURSTEIN Lukas,AUT,M,Alpine Skiing,To be defined
680,FEURSTEIN Patrick,AUT,M,Alpine Skiing,To be defined
681,FIALA Kevin,SUI,M,Ice Hockey,Men
682,FILIPPOV Nikita,AIN,M,Ski Mountaineering,Men's Sprint
683,FILLIER Sarah,CAN,F,Ice Hockey,Women
684,FILLON MAILLET Quentin,FRA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
685,FINELLO Jeremy,SUI,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
686,FINK Pia,GER,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
687,FIRESTONE Jared,ISR,M,Skeleton,Men
688,FISCHER Florian,GER,M,Freestyle Skiing,Men's Ski Cross
