athlete_id, athlete_name, gender, date_of_birth, country_code
1601,MALTAIS Valerie,W,07/4/1990,CAN
1602,MALY Felix,M,09/15/2000,GER
1603,MAMCICS Roberts,M,04/6/1995,LAT
1604,MAMERI Margaux,W,04/12/1997,FRA
1605,MANDEL Kata,W,06/02/2006,ROU
1606,MANDELJC Anja,W,06/04/1999,SLO
1607,MANDLBAUER Jakob,M,11/24/1998,AUT
1608,MANDZIY Andriy,M,02/19/1988,UKR
1609,MANDZYN Vitalii,M,04/5/2003,UKR
1610,MANGANELLO Mia,W,10/27/1989,USA
1611,MANOLESCU Mihaela-Carmen,W,05/14/1998,ROU
1612,MANTENUTO Daniel,M,10/18/1997,ITA
1613,MARCH Aaron,M,05/14/1986,ITA
1614,MARCHAND Brad,M,05/11/1988,CAN
1615,MARCHANT Armand,M,12/14/1997,BEL
1616,MARCISZ Izabela,W,05/18/2000,POL
1617,MARGAGLIO Valentina,W,11/15/1993,ITA
1618,MARGIS Thorsten,M,08/14/1989,GER
1619,MARGUC Rok,M,05/25/1986,SLO
1620,MARIANI Rebecca,W,11/2/2006,ITA
1621,MARINCIN Martin,M,02/18/1992,SVK
1622,MARINEAU Dylan,M,09/28/1998,CAN
1623,MARKSTROM Jacob,M,01/31/1990,SWE
1624,MARKTHALER Lara,W,02/15/2007,RSA
1625,MARNER Mitch,M,05/5/1997,CAN
1626,MARSAK Kyrylo,M,09/7/2004,UKR
1627,MARTI Alina,W,04/23/2004,SUI
1628,MARTI Christian,M,03/29/1993,SUI
1629,MARTIN Oliver,M,06/15/2008,USA
1630,MARTINEZ LORENZO Regina,W,12/29/1992,MEX
1631,MARTSINOVSKYI Danyil,M,12/30/2004,UKR
1632,MARUSIAK Yevhen,M,03/16/2000,UKR
1633,MARUYAMA Nozomi,W,06/2/1998,JPN
1634,MASCHMEYER Emerance,W,10/5/1994,CAN
1635,MASTNAK Tim,M,01/31/1991,SLO
1636,MASTRO Maddie,W,02/22/2000,USA
1637,MASUHARA Miyuu,W,10/4/2001,JPN
1638,MATHIS Elena,W,08/31/1999,ITA
1639,MATIKANOV Mario,M,08/15/2004,BUL
1640,MATINPALO Nikolas,M,10/5/1998,FIN
1641,MATINTALO Johanna,W,12/11/1996,FIN
1642,MATOSSI Livio,M,05/28/1997,SUI
1643,MATSCHINA Magdalena,W,03/23/2005,GER
1644,MATSUURA Toma,M,09/23/2002,JPN
1645,MATT Michael,M,05/13/1993,AUT
1646,MATTEOLI Ian,M,12/30/2005,ITA
1647,MATTHEWS Auston,M,09/17/1997,USA
1648,MATTILA Sofia,W,05/24/2006,FIN
1649,MATTIVI Nadia,W,05/2/2000,ITA
1650,MAURER Nicole,W,01/28/2000,CAN
1651,MAURER Saskia,W,07/29/2001,SUI
1652,MAZET BROWN Txema,M,03/14/2006,GBR
1653,MAZURCHUK Dmytro,M,01/19/1999,UKR
1654,MAZZOCCHI Marta,W,08/23/2004,ITA
1655,MEDARD Indra,M,10/04/1998,BEL
1656,MEDJA Lucija,W,12/27/2004,SLO
1657,MEENTALO Grete-Mia,W,10/16/2008,EST
1658,MEIER Alina,W,02/19/1996,SUI
1659,MEIER Lea,W,03/2/2001,SUI
1660,MEIER Timo,M,10/8/1996,SUI
1661,MEILLARD Loic,M,10/29/1996,SUI
1662,MEILLARD Melanie,W,09/23/1998,SUI
1663,MELNIK Anna,W,02/05/1998,KAZ
1664,MELVILLE IVES Campbell,M,07/6/2006,NZL
1665,MELVILLE IVES Finley,M,07/6/2006,NZL
1666,MENG Fanqi,W,09/18/1998,CHN
1667,MENZIES Dane,M,03/27/2005,NZL
1668,MERIGUET Laure,W,08/15/2008,SUI
1669,MERKOVA Adela,W,03/23/2001,CZE
1670,MERKUSHYNA Oleksandra,W,01/14/2005,UKR
1671,MERZLIKINS Elvis,M,04/13/1994,LAT
1672,MESPLEDE Julia,W,10/12/2002,FRA
1673,MESSENZEHL Felix,M,09/21/2003,GER
1674,METELKINA Anastasiia,W,03/10/2005,GEO
1675,METTLER Lydia,W,12/23/1996,SUI
1676,MEYERS TAYLOR Elana,W,10/10/1984,USA
1677,MEYLEMANS Kim,W,03/7/1996,BEL
1678,MICHAELIS Marc,M,07/31/1995,GER
1679,MICHALSKI Piotr,M,07/27/1994,POL
1680,MICHAUD Trennt,M,08/22/1996,CAN
1681,MICHEL Sven,M,03/30/1988,SUI
1682,MICHELON Oceane,W,03/4/2002,FRA
1683,MICK Bruno,M,09/04/2007,SVK
1684,MICKEL Charlie,M,07/6/2004,USA
1685,MIJARES RUF Carla,W,10/28/2002,AND
1686,MIKAYELYAN Mikayel,M,07/10/1999,ARM
1687,MIKI Tsubaki,W,06/1/2003,JPN
1688,MIKKOLA Niko,M,04/27/1996,FIN
1689,MIKNIS Matiss,M,12/29/1992,LAT
1690,MIKUTINA Olga,W,10/6/2003,AUT
1691,MIKYSKA Tomas,M,02/2/2000,CZE
1692,MILAGROS Daniel,M,06/03/2002,ESP
1693,MILERSKA Anna,W,10/23/2005,CZE
1694,MILESI Enzo,M,03/08/2003,FRA
1695,MILLAUER Clemens,M,12/15/1994,AUT
1696,MILLER JT,M,03/14/1993,USA
1697,MILOSAVLJEVIC Milos,M,02/02/1995,SRB
1698,MINARIK Krystof,M,06/30/2006,CZE
1699,MINI Rafael,M,11/28/2008,SMR
1700,MINKKINEN Suvi,W,12/8/1994,FIN
1701,MIRADOLI Romane,W,03/10/1994,FRA
1702,MIRCEA Robert,M,08/09/1999,ITA
1703,MISE Edgars,M,12/22/1998,LAT
1704,MISKEW Emma,W,02/14/1989,CAN
1705,MITCHELL Kelsey,W,11/26/1993,CAN
1706,MITTERER Sebastian,M,11/13/1993,AUT
1707,MIURA Kao,M,06/8/2005,JPN
1708,MIURA Mei,W,11/16/1998,JPN
1709,MIURA Riku,W,12/17/2001,JPN
1710,MIYATA Shogo,M,01/27/2003,JPN
1711,MIZERNYKH Ilya,M,02/7/2007,KAZ
1712,MLYNKOVA Natalie,W,05/24/2001,CZE
1713,MOBAERG David,M,05/17/1999,SWE
1714,MOBAERG Erik,M,06/22/1997,SWE
1715,MOBAERG Linnea,W,06/22/2001,SWE
1716,MOCELLINI Simone,M,05/5/1998,ITA
1717,MOCH Friedrich,M,04/12/2000,GER
1718,MOCH Jakob Elias,M,02/21/2006,GER
1719,MOELGAARD Oscar,M,02/18/2005,DEN
1720,MOELLER Fredrik,M,10/27/2000,NOR
1721,MOFFATT Liam,M,03/30/1997,CAN
1722,MOHR Muriel,W,09/30/2006,GER
1723,MOILANEN Niilo,M,05/17/2001,FIN
1724,MOIOLI Michela,W,07/17/1995,ITA
1725,MOISAN Aurelie,W,01/26/2005,CAN
1726,MOKH Oleksandra,W,02/27/2004,UKR
1727,MOKRASOVA Lucia,W,03/27/1994,SVK
1728,MOLDOVAN Sofia Maria,W,12/13/2008,ROU
1729,MOLNAR Anna,W,09/07/2001,AUT
1730,MOLTZAN Paula,W,04/7/1994,USA
1731,MONNEY Alexis,M,01/8/2000,SUI
1732,MONSEN Marte,W,01/27/2000,NOR
1733,MONSORNO Nicole,W,02/7/2000,ITA
1734,MOON Heesung,M,09/15/2006,KOR
1735,MOON Wonjun,M,03/07/2001,HUN
1736,MOORE Mica,W,11/23/1992,JAM
1737,MOORE Micah,M,05/26/1999,TTO
1738,MORENO Cande,W,10/30/2000,AND
1739,MORGAN Annika,W,02/12/2002,GER
1740,MORIGUCHI Sumitada,M,12/29/2001,JPN
1741,MORINI Giovanni,M,02/2/1995,ITA
1742,MORISHIGE Wataru,M,07/17/2000,JPN
1743,MORITA Masaya,M,11/16/2003,JPN
1744,MOROZOVA Nadezhda,W,09/01/1998,KAZ
1745,MORRISON Rebecca,W,08/22/1996,GBR
1746,MORRISSEY Josh,M,03/28/1995,CAN
1747,MORSE Sam,M,05/27/1996,USA
1748,MORTON Darcie,W,12/24/1999,AUS
1749,MOSANER Amos,M,03/12/1995,ITA
1750,MOSER Benjamin,M,07/24/1997,AUT
1751,MOSER Janis,M,06/6/2000,SUI
1752,MOSER Nadia,W,07/16/1997,CAN
1753,MOSER Pascal,M,11/23/1996,SUI
1754,MOUAT Bruce,M,08/27/1994,GBR
1755,MOUILLE Thibaud,M,09/29/1999,FRA
1756,MOURA Bruna,W,04/24/1994,BRA
1757,MRAZEK Daniel,M,05/15/2003,CZE
1758,MRAZKOVA Katerina,W,08/25/2006,CZE
1759,MRAZOVA Katerina,W,10/19/1992,CZE
1760,MUEHLBACHER Julia,W,08/2/2004,AUT
1761,MUELLAUER Fabian,M,02/02/2003,AUT
1762,MUELLER Florian,M,10/09/2001,GER
1763,MUELLER Jonas,M,10/04/1997,AUT
1764,MUELLER Marcus,M,07/24/2005,USA
1765,MUHLETHALER Laurent,M,09/27/1997,FRA
1766,MUIR Kirsty,W,05/5/2004,GBR
1767,MUKOGAWA Sakurako,W,01/20/1992,JPN
1768,MULLER Alina,W,03/12/1998,SUI
1769,MULLER Jonas,M,10/04/1994,GER
1770,MULLER Marek,M,05/03/2004,CZE
1771,MULLER Moritz,M,11/19/1986,GER
1772,MURADA Giulia,W,07/3/1998,ITA
1773,MURASE Kokomo,W,11/7/2004,JPN
1774,MURATBEKOV Amirgali,M,06/16/2005,KAZ
1775,MURPHY Abbey,W,04/14/2002,USA
1776,MURPHY George,M,07/2/1995,AUS
1777,MURRAY-LAWRENCE Shaquille,M,10/30/1993,CAN
1778,MUSGRAVE Andrew,M,03/6/1990,GBR
1779,MUSKATEWITZ Marc,M,01/28/1996,GER
1780,MUZAFERIJA Elvedina,W,08/20/1999,BIH
1781,MUZATON Maxence,M,06/26/1990,FRA
1782,MYERS Greta,W,05/22/2004,USA
1783,MYHAL Daryna,W,03/22/2005,UKR
1784,MYHLBACK Alvar,M,03/22/2006,SWE
1785,MacKINNON Nathan,M,09/1/1995,CAN
1786,McAVOY Charlie,M,12/21/1997,USA
1787,McCABE Novie,W,12/15/2001,USA
1788,McCORMICK Chris,M,06/13/1998,GBR
1789,McDAVID Connor,M,01/13/1997,CAN
1790,McDERMOTT-MOSTOWY Conor,M,01/13/1999,USA
1791,McDOUGALL Brooklyn,W,08/23/1998,CAN
1792,McEACHRAN Evan,M,03/6/1997,CAN
1793,McFARLANE Caitlin,W,03/22/2002,FRA
1794,McGRATH Atle Lie,M,04/21/2000,NOR
1795,McGREGOR Kaitlyn,W,03/03/1994,SUI
1796,McKEEVER Xavier,M,08/14/2003,CAN
1797,McLEOD Cooper,M,11/7/2001,USA
1798,McMANIMAN Audrey,W,01/24/1995,CAN
1799,McMANUS Sara,W,12/13/1991,SWE
1800,McMILLAN Hammy,M,05/29/1992,GBR
1801,McMORRIS Mark,M,12/9/1993,CAN
1802,McMULLEN Sadie,W,01/25/2002,USA
1803,McMULLEN Zanden,M,05/31/2001,USA
1804,McNAUGHTON Ava,W,10/27/2004,USA
1805,NADALINI Thomas,M,05/2/2002,ITA
1806,NADEAU Emile,M,01/13/2004,CAN
1807,NAEFF Noe,M,10/02/2003,SUI
1808,NAESLUND Sandra,W,07/6/1996,SWE
1809,NAESS Wilhelm,M,08/21/1994,NOR
1810,NAGAMORI Haruna,W,04/25/2002,JPN
1811,NAGAOKA Yuna,W,07/13/2005,JPN
1812,NAGLER Ivan,M,01/30/1999,ITA
1813,NAKAI Ami,W,04/27/2008,JPN
1814,NAKAMURA Naoki,M,09/19/1996,JPN
1815,NAKANISHI Lin,W,12/24/1995,JPN
1816,NAKAO Haruka,W,04/19/2001,JPN
1817,NAKASHIMA Mirei,W,11/17/2003,JPN
1818,NAUMOV Maxim,M,08/1/2001,USA
1819,NAWRATH Philipp,M,02/13/1993,GER
1820,NAZAROV Medet,M,04/21/2004,UZB
1821,NDIAYE Amadou David,M,10/21/2002,SUI
1822,NECAS Martin,M,01/15/1999,CZE
1823,NECKAR Martin,M,09/12/2005,FRA
1824,NEDREGOTTEN Magnus,M,10/24/1990,NOR
1825,NEDYALKOVA Kalina,W,05/18/2001,BUL
1826,NEF Tanguy,M,11/19/1996,SUI
1827,NEGOMIR Kyle,M,10/03/1998,USA
1828,NEGRI Elisa Maria,W,03/11/2003,CZE
1829,NEISE Hannah,W,05/26/2000,GER
1830,NELIN Jesper,M,10/3/1992,SWE
1831,NELSON Ashleigh,W,02/20/1991,GBR
1832,NELSON Brock,M,10/15/1991,USA
1833,NEMEC Simon,M,02/15/2004,SVK
1834,NEMME Edgars,M,06/9/1996,LAT
1835,NEPRYAEVA Dariya,W,05/18/2002,AIN
1836,NEPSTAD Gaute,M,09/9/1994,NOR
1837,NEUBAUEROVA Noemi,W,12/15/1999,CZE
1838,NICA Andrei,M,01/04/2002,ROU
1839,NICCOLAI Greta,W,05/10/2001,ITA
1840,NICHOLS-BARDI Daiyehan,M,03/13/2001,AUT
1841,NICOLL Adele,W,09/28/1996,GBR
1842,NIEDERBERGER Mathias,M,11/26/1992,GER
1843,NIEDERHOFER Boone,M,09/23/1993,USA
1844,NIEDERREITER Nino,M,09/8/1992,SUI
1845,NIEMINEN Petra,W,05/4/1999,FIN
1846,NIEWINSKI Michal,M,07/12/2003,POL
1847,NIGHTINGALE Huw,M,11/12/2001,GBR
1848,NIKAIDO Ren,M,05/24/2001,JPN
1849,NIKISHA Denis,M,08/7/1995,KAZ
1850,NIKON Anastasiia,W,02/14/2004,UKR
1851,NING Zhongyan,M,11/3/1999,CHN
1852,NINIS Jozef,M,06/28/1981,SVK
1853,NIRANI-PEREIRA Julia,W,09/20/2001,FRA
1854,NISHIZAWA Taketo,M,10/01/1999,JPN
1855,NISKANEN Iivo,M,01/12/1992,FIN
1856,NISKANEN Kerttu,W,06/13/1988,FIN
1857,NISSINEN Vilma,W,11/19/1997,FIN
1858,NIX Emily,W,01/12/1998,GER
1859,NOAKE Hana,W,11/28/2004,JPN
1860,NOEL Clement,M,05/3/1997,FRA
1861,NOERL Martin,M,08/12/1993,GER
1862,NOGRADI Bence,M,07/29/2002,HUN
1863,NOH Dohee,W,12/13/1995,KOR
1864,NOLTE Laura,W,11/23/1998,GER
1865,NONNENMACHER Emma,W,08/21/2004,FRA
1866,NONOMURA Taiyo,M,07/01/2001,JPN
1867,NOPRIIENKO Yelizaveta,W,06/06/1998,UKR
1868,NORDEBACK Andreas,M,03/12/2004,SWE
1869,NORDQVIST Martin,M,06/10/1987,SWE
1870,NORMAN Hahna,W,10/26/2004,USA
1871,NORO Rio,W,05/15/2004,JPN
1872,NORO Riri,W,05/15/2004,JPN
1873,NOTZ Florian,M,04/24/1992,GER
1874,NOVAK Michal,M,10/26/1996,CZE
1875,NOVAK Nicholas,M,08/21/1981,CZE
1876,NOVAKOVA Barbora,W,01/06/2002,CZE
1877,NOWACZYK Michal,M,07/26/1996,POL
1878,NUIS Kjeld,M,11/10/1989,NED
1879,NULLMEYER Ali,W,08/21/1998,CAN
1880,NURSE Sarah,W,01/4/1995,CAN
1881,NUUTINEN Emma,W,12/7/1996,FIN
1882,NYENGET Martin Loewstroem,M,04/1/1992,NOR
1883,NYLANDER William,M,05/1/1996,SWE
1884,NYLEN PERSSON Maja,W,11/20/2000,SWE
1885,NYLUND Jenniina,W,06/18/1999,FIN
1886,O'SHEA Danny,M,02/13/1991,USA
1887,O'BRIEN Jadin,W,05/8/2002,USA
1888,O'BRIEN Nina,W,11/29/1997,USA
1889,O'NEILL Kristin,W,03/30/1998,CAN
1890,OBERHOFER Marion,W,12/14/2000,ITA
1891,OBMANN Fabian,M,04/11/1996,AUT
1892,ODAIRA Umeka,W,12/12/2008,JPN
1893,ODERMATT Marco,M,10/8/1997,SUI
1894,ODOR Gabriel,M,08/23/2000,AUT
1895,OEBERG Elvira,W,02/26/1999,SWE
1896,OEBERG Hanna,W,11/2/1995,SWE
1897,OEHLUND Cornelia,W,08/15/2005,SWE
1898,OETTINGER Jake,M,12/18/1998,USA
1899,OFNER Katrin,W,03/5/1990,AUT
1900,OFTEBRO Einar Luraas,M,09/06/1998,NOR
1901,OFTEBRO Jens Luraas,M,07/21/2000,NOR
1902,OGDEN Ben,M,02/13/2000,USA
1903,OGIWARA Hiroto,M,07/19/2005,JPN
1904,OHMIYA Anna,W,10/12/1989,JPN
1905,OJASTE Teiloora,W,01/23/2000,EST
1906,OKIPNIUK Oleksandr,M,09/4/1998,UKR
1907,OKULIAR Oliver,M,05/24/2000,SVK
1908,OLDENBURG Aidan,M,06/22/2001,USA
1909,OLDHAM Megan,W,05/12/2001,CAN
1910,OLESEN Nick,M,11/14/1995,DEN
1911,OLESIK Daria,W,05/19/2004,AIN
1912,OLLIVIER Cloe,W,02/4/2004,FRA
1913,OLOFSSON Simon,M,04/22/1999,SWE
1914,OLSSON Hanna,W,01/20/1999,SWE
1915,ONGARO Giovanni,M,02/03/2004,BRA
1916,ONO Mitsuki,W,03/5/2004,JPN
1917,ONODERA Kaho,W,11/11/1991,JPN
1918,ONOL LANG Thomas Kaan,M,07/20/2007,TUR
1919,OPHOFF Mike,M,10/10/1999,CZE
1920,OPMANIS Elvis,M,08/26/1997,LAT
1921,OPSETH Silje,W,04/28/1999,NOR
1922,ORS Denis,M,04/28/2005,TUR
1923,ORTLIEB Nina,W,04/2/1996,AUT
1924,OSBORNE Kayle,W,02/28/2002,CAN
1925,OSCH Matthieu,M,04/1/1999,LUX
1926,OSTLENDER Anna,W,04/25/2002,GER
1927,OSTONI Margherita,W,07/1/2006,ITA
1928,PACHNER Lukas,M,12/5/1991,AUT
1929,PACIOIANU Mihai Daniel,M,02/19/1999,ROU
1930,PADILHA Alice,W,06/22/2007,BRA
1931,PAETZ Alina,W,04/08/1990,SUI
1932,PAGE Nick,M,08/01/2002,USA
1933,PAGNIER Cloe,W,02/16/2002,FRA
1934,PAGNIER Josephine,W,06/4/2002,FRA
1935,PALAT Ondrej,M,03/28/1991,CZE
1936,PALLER Tatjana,W,09/07/1995,GER
1937,PALOSAARI Vilho,M,07/20/2004,FIN
1938,PANG Chuyuan,W,08/08/2003,CHN
1939,PANNEK Kelly,W,12/29/1995,USA
1940,PAPATHOMA PARASKEVAIDOU A.A.,W,01/16/2008,AZE
1941,PARADIS Pascale,W,03/04/2002,CAN
1942,PARAYKO Colton,M,05/12/1993,CAN
1943,PARE Nathan,M,02/1/2005,USA
1944,PARIS Dominik,M,04/14/1989,ITA
1945,PARK Ji-Woo,W,10/27/1998,KOR
1946,PARK Seoyun,W,01/27/2005,KOR
1947,PARMAKOSKI Krista,W,12/12/1990,FIN
1948,PARMANTIER Sam,M,03/20/2005,BEL
1949,PASCHKE Pius,M,05/20/1990,GER
1950,PASSARETTA Manuela,W,04/18/2006,ITA
1951,PASSLER Rebecca,W,08/31/2001,ITA
1952,PASTERNACK Nadja,W,07/4/1996,SUI
1953,PASTRNAK David,M,05/25/1996,CZE
1954,PATES Jake,M,07/30/1998,USA
1955,PAULUS Daniel,M,08/6/1980,CZE
1956,PAVLOVA Maria,W,08/2/2004,HUN
1957,PAYER Alexander,M,09/12/1989,AUT
1958,PAYER Sabine,W,07/28/1992,AUT
1959,PEEL Laura,W,09/29/1989,AUS
1960,PEIFFER Benita,W,09/29/2000,CAN
1961,PEJSOVA Daniela,W,08/14/2002,CZE
1962,PEJSOVA Julie,W,02/3/2003,CZE
1963,PEJZLOVA Michaela,W,04/6/1997,CZE
1964,PEKOVIC Branislav,M,05/13/2006,MNE
1965,PELCHAT Juliette,W,12/04/2004,CAN
1966,PELISSOU Marie-Pierre,W,08/31/1995,FRA
1967,PELLEGRINO Federico,M,09/1/1990,ITA
1968,PENDRY Shawna,W,04/05/2002,GBR
1969,PENTTALA Olli,M,04/10/1995,FIN
1970,PEPENE Paul Constantin,M,05/21/1988,ROU
1971,PEPERKAMP Melissa,W,04/22/2004,NED
1972,PERCY Hanna,W,07/17/2007,USA
1973,PEREIRA Lia,W,03/5/2004,CAN
1974,PERGHER Serena,W,02/26/2004,ITA
1975,PERLMUTTER Jessica,W,12/2/2009,USA
1976,PERRET Jordann,M,10/15/1994,FRA
1977,PERROT Eric,M,06/29/2001,FRA
1978,PERRY Leonie,W,11/04/2004,FRA
1979,PESCHK Oliver,M,01/17/2001,GER
1980,PESHKOV Daniel,M,12/23/2002,BUL
1981,PESLAROVA Klara,W,11/23/1996,CZE
1982,PETAN Alex,M,05/2/1992,ITA
1983,PETERKA John,M,01/14/2002,GER
1984,PETERLINI Martina,W,10/24/1997,ITA
1985,PETERMAN Jocelyn,W,09/23/1993,CAN
1986,PETERSON Tabitha,W,05/28/1991,USA
1987,PETERSON Tara,W,05/28/1991,USA
1988,PETKOV Viktor,M,08/30/1999,MKD
1989,PETRE Ward,M,01/30/1997,BEL
1990,PETROKINA Niina,W,08/14/2004,EST
1991,PETROSIAN Adeliia,W,06/5/2007,AIN
1992,PETTERSSON Elias,M,11/12/1998,SWE
1993,PETZOLD Fridtjof,M,04/09/1997,GER
1994,PEYNE-DINGIVAL Anais,W,05/29/2007,FRA
1995,PFEIFER Jacqueline,W,02/6/1995,GER
1996,PFIFFNER Marco,M,03/25/1994,LIE
1997,PFLUM Iris,W,07/13/2003,USA
1998,PHELAN Brittany,W,09/24/1991,CAN
1999,PHILBERT Alice,W,11/10/1996,FRA
2000,PHILIPS Gwyneth,W,09/17/2000,USA
2001,PIANEL COURIAUT Violette,W,05/09/2006,FRA
2002,PICHLER Nicola,W,10/12/1996,AUT
2003,PICKL David,M,10/20/1997,AUT
2004,PIDRUCHNYI Dmytro,M,11/5/1991,UKR
2005,PIERRE-GILLES Jordan,M,05/24/1998,CAN
2006,PIERREL Julie,W,02/21/2002,FRA
2007,PIERRI Jacquie,W,06/11/1990,ITA
2008,PIETRONIRO Phil,M,05/27/1994,ITA
2009,PIGEON Felix,M,06/18/2002,POL
2010,PILLER Sue,W,05/04/2005,SUI
2011,PIMPINI Alberto,M,01/26/1997,ITA
2012,PINHEIRO BRAATHEN Lucas,M,04/19/2000,BRA
2013,PINZARRONE Nina,W,11/24/2006,BEL
2014,PIROVANO Laura,W,11/20/1997,ITA
2015,PIROZZI MAYER Nicolas,M,02/12/2002,URU
2016,PISTEKOVA Tereza,W,06/3/2005,CZE
2017,PITTER Shane,M,11/02/1999,JAM
2018,PITTIN Alessandro,M,02/11/1990,ITA
2019,PIWKOWSKA Dominika,W,02/18/2003,POL
2020,PLACIDE Kya,W,10/5/2004,GBR
2021,PLANKO Lovro,M,05/28/2001,SLO
2022,PLESHKOVA Julia,W,05/17/1997,AIN
2023,PLETZ Logan,M,11/07/2000,CAN
2024,PLOSOVA Tereza,W,07/5/2006,CZE
2025,PLUME Roberts,M,03/6/2000,LAT
2026,PODMILSAK Troy,M,08/23/2004,USA
2027,PODULSKY Beattie,W,08/18/2005,CAN
2028,POHJOLAINEN Jesper,M,09/14/2001,FIN
2029,POHJOLAINEN Rosa,W,07/20/2003,FIN
2030,POIRIER Paul,M,11/6/1991,CAN
2031,POLUZZI Marilu,W,03/10/2004,ITA
2032,PONOMARENKO Anthony,M,01/5/2001,USA
2033,PONSILUOMA Martin,M,09/8/1995,SWE
2034,PONYA Sara,W,05/14/1999,HUN
2035,POPOV Albert,M,08/8/1997,BUL
2036,POPOVIC Leona,W,11/13/1997,CRO
2037,POPOVICOVA Lea,W,12/23/2007,SVK
2038,POPOVYCH Nelli,W,07/23/2007,UKR
2039,POPPE Evy,W,03/2/2004,BEL
2040,POROMAA William,M,12/23/2000,SWE
2041,POSASHKOV Ivan,M,08/06/2004,AIN
2042,POSPISIL Martin,M,11/19/1999,SVK
2043,POULIN Marie-Philip,W,03/28/1991,CAN
2044,POULSEN Morten,M,09/9/1988,DEN
2045,POUTSMA Selma,W,05/14/1999,NED
2046,POWELL Hunter,M,03/15/1996,USA
2047,PRAXOVA Viktoria,W,09/09/2006,SVK
2048,PREPENS Talea,W,12/28/2001,GER
2049,PREUSS Franziska,W,03/11/1994,GER
2050,PREVC Domen,M,06/4/1999,SLO
2051,PREVC Nika,W,03/15/2005,SLO
2052,PREVITALI Lorenzo,M,07/18/2005,ITA
2053,PRIBYLOVA Vendula,W,03/23/1996,CZE
2054,PRIMEAU Victor,M,10/13/2003,CAN
2055,PROCK Hannah,W,02/2/2000,AUT
2056,PROMMEGGER Andreas,M,11/10/1980,AUT
2057,PROULX Tallulah,W,05/8/2008,PHI
2058,PRYCE Anna,W,12/07/2001,GBR
2059,PUCHNER Mirjam,W,05/18/1992,AUT
2060,PUEYO Jaume,M,10/12/2001,ESP
2061,PUKHKALO Vitaliy,M,09/9/1992,KAZ
2062,PULLES Mariel Merlii,W,11/01/1998,EST
2063,PURDELLER Tommy,M,04/13/2004,ITA
2064,PYKALAINEN Erika,W,04/21/2001,FIN
2065,Piera Hudson,W,02/7/1996,UAE
2066,QI Guangpu,M,10/20/1990,CHN
2067,QUAN Ye,M,10/15/2001,KOR
2068,QUARTO Lucie,W,09/7/2002,FRA
2069,QUENNEC Kaleigh,W,02/15/1998,SUI
2070,RADAMUS River,M,02/12/1998,USA
2071,RAEDLER Ariane,W,01/20/1995,AUT
2072,RAGETTLI Andri,M,08/21/1998,SUI
2073,RAIMKULOV Dinmukhammed,M,08/03/2006,KAZ
2074,RAIMUND Philipp,M,06/23/2000,GER
2075,RAKELL Rickard,M,05/5/1993,SWE
2076,RAKHMANIN Nikita,M,05/4/1999,ARM
2077,RAKISHEVA Aisha,W,05/05/2002,KAZ
2078,RAKPAROV Chingiz,M,07/5/1995,KAZ
2079,RALPH Konnor,M,01/27/2003,USA
2080,RAMSAUER Katharina,W,05/21/1995,AUT
2081,RAMSFJELL Bendik,M,03/4/1996,NOR
2082,RAMSFJELL Magnus,M,07/17/1997,NOR
2083,RANTALA Sanni,W,07/8/2002,FIN
2084,RANTANEN Mikko,M,10/29/1996,FIN
2085,RASSAT Paco,M,11/13/1998,FRA
2086,RAST Camille,W,07/9/1999,SUI
2087,RASTORGUJEVS Andrejs,M,05/27/1988,LAT
2088,RAUNIO Jenna,W,09/24/2006,SWE
2089,RAUTIONAHO Jenny,W,07/26/1996,FIN
2090,RAVENNA Veronica Maria,W,02/19/1998,ARG
2091,RAVINEL Margot,W,06/7/2002,FRA
2092,RAVINSKIS Anri,M,01/02/2003,LAT
2093,RAYMOND Lucas,M,03/28/2002,SWE
2094,READ Jeffrey,M,10/1/1997,CAN
2095,RECH Anthony,M,07/9/1992,FRA
2096,REDDER Veronika,W,10/14/2004,GER
2097,REDDINGIUS Kiara,W,01/2/1992,AUS
2098,REED Allison,W,06/8/1994,LTU
2099,REGENDA Pavol,M,12/7/1999,SVK
2100,REGEZ Ryan,M,01/20/1993,SUI
2101,REICHEL Lukas,M,05/17/2002,GER
2102,REICHLE Julius,M,06/23/2005,GER
2103,REID Joanne,W,06/28/1992,USA
2104,REINHART Sam,M,11/6/1995,CAN
2105,REISCH Agnes,W,10/11/1999,GER
2106,REIT Delia Ioana,W,01/31/2004,ROU
2107,REITAN Milla Ruud,W,09/27/2005,SWE
2108,REMANS Sky,W,10/13/2010,BEL
2109,REMENOVA Maria,W,07/27/2000,SVK
2110,REN Chongshuo,M,03/15/2008,CHN
2111,REN Jianzhang,M,07/05/2003,CHN
2112,RENN Cornel,M,10/22/1998,GER
2113,RENNA Emily,W,01/30/1993,USA
2114,REPILOV Pavel,M,03/5/1996,AIN
2115,REPINC Lena,W,04/8/2003,SLO
2116,REPNIK Matic,M,02/28/2001,SLO
2117,REPOND Kimmy,W,10/18/2006,SUI
2118,RETORNAZ Joel,M,09/30/1983,ITA
2119,RETTENEGGER Stefan,M,02/3/2002,AUT
2120,RETTENEGGER Thomas,M,02/5/2000,AUT
2121,REYES Justine,W,02/14/1997,ITA
2122,RHYNER Nils,M,12/20/2002,SUI
2123,RIAT Damien,M,02/26/1997,SUI
2124,RIBERA Eduarda,W,11/21/2004,BRA
