athlete_id, team_id
2263,213
2264,370
2265,554
2267,212
2268,459
2269,459
2269,461
2270,461
2273,459
2277,124
2278,276
2279,276
2282,212
2284,307
2288,397
2291,167
2293,334
2294,334
2295,164
2296,408
2296,410
2297,123
2298,387
2299,141
2309,68
2316,307
2317,307
2318,338
2321,336
2321,337
2322,333
2327,171
2328,420
2329,402
2331,284
2332,464
2334,278
2335,279
2335,277
2336,465
2338,148
2342,347
2346,124
2348,536
2349,169
2350,181
2353,245
2357,386
2363,422
2364,422
2365,537
2374,525
2378,347
2379,199
2379,200
2382,394
2383,446
2385,141
2390,255
2391,104
2394,52
2395,124
2397,279
2397,277
2398,419
2399,68
2400,241
2401,411
2402,425
2404,68
2405,212
2407,465
2408,472
2411,536
2414,231
2425,490
2425,494
2426,20
2430,275
2431,527
2431,526
2435,528
2436,67
2438,141
2439,414
2439,410
2440,379
2441,124
2442,227
2445,221
2447,213
2448,382
2450,359
2451,426
2452,212
2453,212
2455,102
2458,115
2458,99
2459,340
2459,341
2460,422
2463,117
2463,116
2464,110
2464,112
2465,382
2466,452
2468,154
2472,464
2474,67
2477,446
2478,446
2479,258
2480,537
2491,68
2492,307
2495,422
2496,314
2498,311
2506,154
2508,63
2509,45
2513,422
2514,214
2523,123
2525,416
2525,415
2526,153
2527,170
2530,67
2531,180
2532,533
2532,532
2533,170
2536,68
2537,67
2539,537
2541,464
2542,446
2544,255
2544,256
2545,124
2546,212
2547,323
2549,460
2552,537
2553,537
2554,54
2555,54
2556,67
2557,307
2559,153
2560,124
2561,396
2568,397
2569,535
2570,411
2574,305
2575,347
2577,359
2579,180
2580,44
2580,43
2581,170
2583,209
2584,276
2585,123
2586,537
2589,141
2592,358
2592,357
2594,365
2598,154
2600,494
2601,212
2602,166
2603,68
2604,275
2607,396
2609,307
2610,228
2611,374
2615,25
2622,154
2623,252
2623,241
2626,465
2628,276
2630,154
2631,45
2632,123
2635,275
2641,255
2642,124
2644,368
2644,370
2645,368
2645,370
2646,18
2650,166
2651,154
2655,427
2662,169
2663,347
2667,534
2671,290
2672,124
2673,425
2674,133
2675,123
2676,434
2677,304
2677,283
2679,483
2679,482
2681,213
2682,221
2683,350
2692,243
2694,465
2695,307
2697,381
2698,14
2700,447
2702,100
2704,102
2705,118
2705,99
2707,110
2707,111
2712,101
2714,92
2716,529
2717,396
2719,316
2720,315
2720,317
2721,68
2724,72
2725,226
2728,407
2729,141
2730,213
2731,213
2734,214
2739,447
2742,537
2744,372
2744,371
2745,373
2748,465
2749,465
2751,475
2752,290
2756,446
2758,64
2761,486
2762,505
2767,67
2768,536
2771,212
2772,460
2778,391
2779,450
2780,452
2780,450
2781,517
2784,109
2787,101
2789,101
2790,109
2793,313
2794,314
2797,307
2801,108
2802,111
2813,108
2815,119
2820,309
2821,315
2821,317
2823,154
2828,134
2829,148
2830,92
2835,276
2838,276
2839,284
2840,271
2845,125
2847,104
2850,28
2851,112
2852,110
2852,111
2855,99
2860,104
2861,93
2861,100
2864,359
2865,447
2866,347
2867,169
2868,465
2869,535
2871,259
2881,402
2882,536
2887,170
2891,369
2892,276
2894,169
2895,282
2896,265
2897,52
2899,505
2899,506
2901,47
2903,276
2904,280
2905,276
2908,66
2909,169
2910,368
2910,369
2911,368
2911,369
2912,46
2913,45
2917,367
187,41
1706,41
1840,41
2194,43
2419,43
1052,43
276,59
619,59
1777,59
614,83
2434,83
2837,83
1136,97
2810,97
523,97
2853,116
2313,116
52,116
49,203
2510,203
2230,203
2388,207
2261,207
2444,207
1618,234
2741,234
672,234
1261,330
1454,330
1272,330
359,341
400,341
1451,341
1689,345
1291,345
2614,345
2156,454
75,454
2678,454
1753,457
969,457
199,457
868,482
1821,482
16,482
1843,506
2393,506
2762,506
726,509
2046,509
2669,509
1055,26
2591,26
1369,27
646,27
114,29
845,29
2071,30
1051,30
1923,31
736,31
957,32
2272,32
869,33
1645,33
2059,34
1004,34
754,38
2256,38
2426,42
1276,42
831,78
784,84
2030,84
1415,85
1411,85
1441,86
2908,86
1973,88
1680,88
2417,91
503,91
1876,135
556,135
1828,138
1404,138
1758,139
1757,139
2512,140
2511,140
699,168
406,168
36,186
1860,186
379,187
391,188
1853,188
336,189
1701,190
1425,190
1781,191
2085,191
41,192
47,192
355,193
1793,193
392,194
2582,194
1550,198
267,198
583,205
1762,205
922,229
2684,229
1002,230
1392,230
2734,238
86,238
165,239
967,239
637,240
782,240
437,264
1571,264
777,267
45,267
706,291
2664,291
804,292
495,292
2387,293
1724,293
2668,294
834,294
2014,295
1984,295
1944,296
2189,296
333,297
2185,297
2587,298
491,299
464,299
2238,300
1225,300
1812,302
1597,302
2134,303
1185,303
381,308
1182,308
1253,308
1707,308
1709,308
1740,308
1743,308
1811,308
1813,308
2188,308
2214,308
2818,308
1709,318
1253,318
1811,319
1740,319
2818,320
1743,320
241,343
2025,343
2301,356
1364,356
2283,388
1794,388
2286,389
930,389
542,393
1389,393
398,401
542,401
1389,401
1394,401
2197,401
2778,401
2372,436
516,436
2624,439
1231,439
2471,473
2086,473
1893,474
1661,474
2918,476
1826,476
679,477
1015,477
2253,478
1662,478
1731,479
2825,479
2153,480
1090,480
567,481
394,481
1014,488
1179,488
1631,489
115,489
325,501
2032,501
362,502
1042,502
386,503
146,503
520,507
1016,507
1194,510
1886,510
1764,513
932,513
154,538
2528,538
1153,539
2315,539
2757,540
1730,540
1943,541
748,541
2782,542
1888,542
331,543
1063,543
2869,544
1324,544
1420,9
121,9
1058,10
417,10
601,15
1005,15
1423,17
2119,17
676,FLOCK Janine/MAIER Samuel
1583,FLOCK Janine/MAIER Samuel
368,CHANNELL Jane/BRUSIC Josip
284,CHANNELL Jane/BRUSIC Josip
1500,LIANG Yuxin/LIN Qinwei
1512,LIANG Yuxin/LIN Qinwei
2859,ZHAO Dan/CHEN Wenhao
374,ZHAO Dan/CHEN Wenhao
1146,JOHANSEN Nanna/VESTERGAARD JOHANSEN Rasmus
2652,JOHANSEN Nanna/VESTERGAARD JOHANSEN Rasmus
1367,KREHER Susanne/JUNGK Axel
1173,KREHER Susanne/JUNGK Axel
1995,PFEIFER Jacqueline/GROTHEER Christopher
841,PFEIFER Jacqueline/GROTHEER Christopher
2432,STOECKER Tabitha/WESTON Matt
2747,STOECKER Tabitha/WESTON Matt
2507,TARBIT Freya/WYATT Marcus
2785,TARBIT Freya/WYATT Marcus
725,FUMAGALLI Alessandra/BAGNIS Amedeo
122,FUMAGALLI Alessandra/BAGNIS Amedeo
1617,MARGAGLIO Valentina/GASPARI Mattia
749,MARGAGLIO Valentina/GASPARI Mattia
1026,HONG Sujung/JUNG Seunggi
1170,HONG Sujung/JUNG Seunggi
68,ANDZANE Marta/INDRIKSONS Emils
1079,ANDZANE Marta/INDRIKSONS Emils
459,CURTIS Kelly/BAREFOOT Daniel
136,CURTIS Kelly/BAREFOOT Daniel
2145,RO Mystique/FLORIAN Austin
678,RO Mystique/FLORIAN Austin
676,37
1583,37
368,81
284,81
1500,98
1512,98
2859,120
374,120
1146,143
2652,143
1367,233
1173,233
1995,237
841,237
2432,250
2747,250
2507,251
2785,251
725,266
122,266
1617,301
749,301
1026,328
1170,328
68,342
1079,342
459,504
136,504
2145,514
678,514
1154,11
2097,14
2760,35
653,39
2131,58
1705,87
2330,90
2709,94
2710,119
2266,204
2048,232
1485,236
755,261
445,265
1334,453
1952,456
1159,500
980,511
1887,512
1840,40
187,44
1777,60
619,82
2810,96
52,117
2230,202
2261,208
672,235
1261,329
359,340
2156,455
75,458
1821,483
334,1190
334,1689
334,1291
334,2614
1311,475
252,189
569,28
838,79
664,228
2403,78
824,80
1879,80
756,187
492,298
879,554
1190,344
2615,23
578,23
1761,23
1108,23
1428,50
413,50
1948,50
1573,50
2554,55
1074,55
2637,55
2352,55
2170,74
2023,74
674,74
433,74
2606,127
1874,127
152,127
1919,127
1691,131
1033,131
882,131
1366,131
2829,150
2338,150
1232,150
1388,150
978,162
2295,162
1295,162
1082,162
1432,172
505,172
1556,172
412,183
1102,183
659,183
1977,183
2445,224
2873,224
1819,224
1032,224
259,289
1007,289
2157,289
780,289
2087,353
205,353
1557,353
1703,353
2450,361
533,361
404,361
685,361
2611,377
240,377
1409,377
396,377
118,406
733,406
863,406
2842,406
2306,409
308,409
425,409
677,409
543,428
626,428
2655,428
2021,428
256,441
1830,441
2033,441
2199,441
2408,471
305,471
660,471
917,471
2004,495
230,495
1609,495
1482,495
530,519
772,519
2258,519
2781,519
2416,24
741,24
60,24
934,24
1503,49
418,49
247,49
603,49
1043,56
2555,56
2844,56
521,56
1941,73
2162,73
1960,73
1752,73
1139,132
371,132
2674,132
2666,132
611,149
2563,149
2500,149
2666,149
895,163
1479,163
1478,163
1700,163
173,182
1124,182
1682,182
2350,182
2504,225
2049,225
975,225
2682,225
101,288
2752,288
324,288
2671,288
2683,354
172,354
301,354
2184,354
2577,360
2864,360
1312,360
2617,360
1145,378
90,378
1306,378
1283,378
1587,405
2881,405
1106,405
2329,405
775,443
1580,443
1895,443
1896,443
142,470
750,470
1659,470
874,470
1670,496
574,496
526,496
361,496
1089,518
55,518
710,518
2103,518
1796,61
462,61
550,61
2422,61
2690,155
1855,155
2175,155
79,155
277,210
1717,210
1873,210
2433,210
826,269
138,269
322,269
1967,269
1095,376
943,376
1882,376
875,445
884,445
2040,445
71,445
837,462
2754,462
1292,462
1807,462
2862,106
2860,106
2861,106
1331,122
2691,122
1075,144
2521,144
994,158
968,158
2608,175
950,175
764,216
2180,216
1343,285
444,285
2796,310
2718,310
1901,383
2361,383
1380,395
1121,395
2688,435
260,435
1653,493
2326,493
1549,522
1591,522
2391,105
2860,105
22,145
2619,145
3,157
1403,157
377,176
698,176
2732,217
2074,217
263,281
1081,281
1848,312
1308,312
2639,322
1711,322
692,380
2465,380
2717,399
2561,399
2401,412
312,412
1429,433
2050,433
2590,466
504,466
162,487
1085,487
1632,492
1192,492
198,524
705,524
393,136
11,136
1039,137
1048,137
1847,246
130,246
2115,429
1207,423
149,423
1397,423
2109,423
1424,429
330,429
1294,429
1689,344
1291,344
2614,344
2234,172
1289,376
2920,212
